"","id","created_time","snippet","headline"
"321",1,"2008-11-26T01:45:10+0000","American Muslim groups responded with uncustomary silence to the news that leaders of a Muslim charity had been convicted of money laundering, tax fraud and supporting terrorism.","U.S. Muslims Taken Aback by a Charity’s Conviction"
"322",2,"2006-11-12T05:00:00+0000","China's public health establishment is struggling to confront increase in intravenous drug use and attendant rise in AIDS cases in overwhelmingly Muslim region of Xinjiang; region has one-tenth of China's AIDS cases and highest HIV infection rate ...","China’s Muslims Awake to Nexus of Needles and AIDS"
"323",3,"2008-01-06T05:00:00+0000","A small but growing movement seeks to help Muslim American women who are affected by domestic violence. ","Abused Muslim Women in U.S. Gain Advocates"
"324",4,"2005-12-08T05:00:00+0000","When stumping through the port city of Alexandria, whose crumbling mansions and rickety tram lines evoke long-faded glory, Sobhe Saleh of the Muslim Brotherhood vowed he had a different vision for Egypt's future.      ''If Islam were applied, no o...","Will Politics Tame Egypt's Muslim Brotherhood?"
"325",5,"2007-08-16T04:00:00+0000","Two prominent Muslim American organizations took steps to reverse what they called a Justice Department effort to smear the entire Muslim community.","Muslim Groups Oppose a List of ‘Co-Conspirators’"
"326",6,"2006-10-30T05:00:00+0000","Many Muslims are reluctant to donate to Islamic causes for fear of unwanted attention from federal agents.","Fears of Inquiry Dampen Giving by U.S. Muslims"
"327",7,"2006-10-20T04:00:00+0000","An employment tribunal found that Aishah Azmi, the Muslim classroom assistant suspended from her job for wearing a full-face veil, had not been discriminated against or harassed on religious grounds. But she was awarded $1,850 in damages for “inju...","Britain: Veiled Muslim Loses Discrimination Case"
"328",8,"2006-10-30T05:00:00+0000","Many Muslim Americans fear that donating to Islamic causes, including charities, could bring unwanted attention from federal agents looking into potential ties to terrorism; result is greatly reduced contributions even during holy month of Ramanda...","Fears of Inquiry Dampen Giving by U.S. Muslims"
"329",9,"2004-10-16T05:00:00+0000","A prominent advocate for Muslim-Americans was sentenced on Friday to the maximum penalty of 23 years in prison after pleading guilty to immigration fraud and illegal business dealings with Libya.     As part of the guilty plea he made in late July...","Muslim Advocate Sentenced to 23 Years for Libyan Dealings"
"330",10,"2009-02-03T07:20:54+0000","A Muslim cleric convicted of forming a terrorist cell in Australia was sentenced Tuesday to 15 years in jail, bringing the country’s largest terrorism trial to a close.","Australian Court Jails Muslim Cleric"
"331",1,"2004-06-23T05:00:00+0000","Public Lives profile of Imam Feisal Abdul Rauf, leader of Masjid al-Farah mosque in Manahattan; Abdul Rauf preaches moderate Islam, embracing values of Western democracy and tolerance; condemns all violence carried out in name of religion; partici...","A Muslim in the Middle Hopes Against Hope"
"332",2,"2001-12-12T05:00:00+0000","Story of John Walker Lindh as soul-searching student at alternative high school who converted to Islam at 16 and journeyed to Yemen to study Koran, only to emerge among Taliban week ago, shocks many people in San Anselmo, Calif, where he grew up; ...","An Improbable Incubator For a Militant Muslim"
"333",3,"2006-09-07T05:00:00+0000","The case against nine Muslim men arrested in an alleged terrorist bombing plot has generated anger in Denmark's Muslim immigrant community even as police officials admitted Wednesday that they were scrambling to hold the case together.     Nationa...","2 Muslims Are Charged in Plot for a Bombing in Denmark"
"334",4,"2006-06-25T05:00:00+0000","Islamic Society of San Francisco has taken controversial step of tearing down barrier separating male and female worshippers at Darussalam Mosque; some women welcome change, but group of veiled women has called for wall's return, and some men are ...","As Barrier Comes Down, a Muslim Split Remains"
"335",5,"2007-08-01T04:00:00+0000","In their no-frills documentary, “Out of Status,” Pia Sawhney and Sanjna N. Singh examine the actions of the Immigration and Naturalization Service after 9/11.","Plight of Muslim Immigrants in Post-Sept. 11 America"
"336",6,"2005-09-03T05:00:00+0000","British Muslim leaders distanced themselves on Friday from a videotape claiming to show one of the London bombers pledging allegiance to Osama bin Laden before he killed six other people aboard a subway train on July 7.     The tape, which include...","Top Muslims in Britain Reject Call to Violence"
"337",7,"2007-10-23T04:00:00+0000","A federal jury failed to convict any of the former leaders of a Muslim charity charged with financing Middle Eastern terrorists.","U.S. Prosecution of Muslim Group Ends in Mistrial"
"338",8,"2006-06-25T04:00:00+0000","A Muslim congregation in San Francisco remains divided after a wall separating men and women was torn down.","As Barrier Comes Down, a Muslim Split Remains"
"339",9,"2008-12-08T21:13:10+0000","Hundreds of thousands of Muslim pilgrims march near Mecca to throw stones at walls, symbolic of the rejection of temptation.","Muslim Pilgrims March to Stone the Devil"
"340",10,"2004-10-16T05:00:00+0000","","Why Muslims always blame the West"
"341",1,"2007-10-16T10:53:38+0000","A Jew and a Muslim use their talent for comedy to try to defeat ethnic stereotypes.","A Jew and a Muslim Walk Into a Comedy Club. . ."
"342",2,"2009-11-07T02:24:44+0000","Members of the mosque in Killeen, Tex., say they hope good relations will prevail after the Fort Hood shootings.","Muslims at Fort Voice Outrage and Ask Questions"
"343",3,"2005-07-09T05:00:00+0000","","London's Muslims frightened by messages of hate"
"344",4,"2005-09-29T05:00:00+0000","A federal judge in Brooklyn ruled yesterday that former Attorney General John Ashcroft, the director of the Federal Bureau of Investigation and other top government officials will have to answer questions under oath in a lawsuit that accuses them ...","Top Officials Told to Testify in Muslims' Suit"
"345",5,"2006-10-21T05:00:00+0000","Gamal al-Banna is 85, and for much of his life he has been overshadowed by his famous brother, Sheik Hassan al-Banna, founder of Muslim Brotherhood; Banna is Islamic scholar and liberal thinker who would like to see Islamic values and practices in...","A Liberal Brother at Odds With the Muslim Brotherhood"
"346",6,"2006-01-31T05:00:00+0000","","Danes try to calm Muslim rage"
"347",7,"2005-11-27T05:00:00+0000","","Opting out of conference on Muslim nations"
"348",8,"2002-08-01T05:00:00+0000","Mahathir is right that the Muslim world is weak, and he is to be applauded for trying to wake up his fellow believers to that sorry truth. But the venom is in the tail. Why does Mahathir regret this weakness? Because, according to him, it has made...","The future of the Muslim world : LETTERS TO THE EDITOR"
"349",9,"2008-11-21T05:00:00+0000","","Nigeria forces are implicated in the killings of Muslims"
"350",10,"2010-04-21T22:12:02+0000","","Muslim Group Warns ‘South Park’"
"351",1,"2009-03-10T05:00:00+0000","","Healing deep wounds with the Muslim world"
"352",2,"2007-07-01T04:00:00+0000","CW’s newest sitcom, “Aliens in America,” has dodged a lot of bullets. Now it is one of the more anticipated new shows of the coming season.","Did You Order a Muslim? (Yuk Yuk)"
"353",3,"2003-02-01T05:00:00+0000","Profile of Norma Khouri, activist seeking to bring international pressure on Jordan to remove laws that effectively let men kill wives, sisters and daughters for perceived breaches of chastity; thousands of women in Muslim nations are believed to ...","A Friendship Sundered by Muslim Code of Honor"
"354",4,"2006-09-16T05:00:00+0000","Muslim leaders around world accuse Pope Benedict XVI of dividing religions and demand apology for recent comments he made about Islam; reaction to pope's remarks--in which he quoted description of Islam in 14th century as 'evil and inhuman'--has p...","Some Muslim Leaders Want Pope to Apologize"
"355",5,"2010-11-16T01:26:38+0000","The arrest of a blogger who skewers Muhammad has drawn attention to the collision between a conservative society and the Internet under the Palestinian Authority.","Palestinian Blogger Angers West Bank Muslims"
"356",6,"2006-09-10T04:00:00+0000","SINCE 9/11, terrorism has increased significantly around the globe, but the United States has been spared. Eurasia rather than America has been the main source and victim. Why?.","Keep American Muslims on Our Side"
"357",7,"2009-09-11T14:57:11+0000","For Moina Noor, the thought of talking to her 8-year-old son about terrorism was a bit like talking about sex for the first time. In a guest post, she describes how it was awkward and difficult and she was not sure how much a child his age was rea...","Explaining 9/11 to a Muslim Child"
"358",8,"2005-11-30T05:00:00+0000","","Italian bishops get signal on Muslims"
"359",9,"2010-05-04T23:26:10+0000","A look at some of the twists and turns of Jewish-Muslim relations, set in Britain.","A Muslim Who Just May Be Jewish"
"360",10,"2009-03-04T05:00:00+0000","","Muslims seek to build future in Italy"
"361",1,"2005-07-21T05:00:00+0000","After the four suicide bombers in London were identified last week, news accounts focused on life in the old mill town of Leeds, where they grew up: the immigrant enclaves, the high unemployment, the rising anger and alienation of Muslim residents...","In American Cities, No Mirror Image of Muslims of Leeds"
"362",2,"2004-09-08T05:00:00+0000","","Beslan massacre : The anguish of a faithful Muslim"
"363",3,"2005-05-21T05:00:00+0000","In one of Pakistan's most exclusive private schools for boys, the annual play this year was ''Guantánamo,'' a docudrama based on testimonies of prisoners in Guantánamo Bay, the United States naval base in Cuba.     The cast was made up of students...","Guantánamo Comes to Define U.S. to Muslims"
"364",4,"2007-11-06T05:00:00+0000","","Muslim scholars decry 'fatwa chaos'"
"365",5,"2001-10-21T05:00:00+0000","Issues in interpreting Islamic law for Americans discussed; Khaled Abou El Fadl of UCLA says many of those who issue opinions would never qualify as jurists in Middle East, although even in Muslim countries competing schools of legal thought and p...","Interpreting Islamic Law for American Muslims"
"366",6,"2009-06-04T12:27:11+0000","President Obama pledged on Thursday to “seek a new beginning between the United States and Muslims around the world,”","Photos: Obama Calls for Alliances With Muslims"
"367",7,"2003-12-16T05:00:00+0000","China issues its first formal list of terrorists, accusing four Muslim separatist groups and 11 individuals of committing violence and acts of terror in bid to create independent 'East Turkistan' in Xinjiang; asks other nations to help in cracking...","China Brands Muslim Groups As Terrorists"
"368",8,"2010-09-18T23:06:08+0000","Reader feedback from my column apologizing for the anti-Muslim hysteria in the United States.","Your Comments on My Apology to Muslims"
"369",9,"2007-10-13T04:00:00+0000","During Ramadan, Hamza Abdullah of the Denver Broncos ate a hearty meal before dawn and then did not touch food or drink again until sunset — no matter how difficult practice turned out to be.","Muslim Player Thrives
With Nourished Spirit"
"370",10,"2008-01-02T05:00:00+0000","","Catholic and Muslim leaders to meet in Rome"
"371",1,"2006-09-16T04:00:00+0000","Muslim leaders around the world accused Pope Benedict XVI of dividing religions in comments he made Tuesday about Islam.","Some Muslim Leaders Want Pope to Apologize"
"372",2,"2005-03-06T05:00:00+0000","Iraq war and its aftermath have galvanized and emboldened core group of mainstream British Muslims to find its voice and make demands; group opposes restrictive antiterror laws and warns of dangers of Islamophobia but also fervently denounces Isla...","Britain's Mainstream Muslims Find Voice"
"373",3,"2010-03-11T22:00:10+0000","This month, the dead were Christians. Last month, when Susan Schulman was at the epicenter of violence in Nigeria, the dead were Muslims. Patrick Witty reports.","Muslims, Too, Perished in Nigerian Violence"
"374",4,"2008-06-25T05:00:00+0000","","Let American Muslims share the stage"
"375",5,"2003-11-16T05:00:00+0000","Profile of Tariq Ramadan, Swiss-born philosophy professor who touched off controversy last month when he criticized French Jewish intellectuals for supporting American-led war in Iraq; to Muslim followers in France, where he is attending conferenc...","A Muslim Scholar Raises Hackles in France"
"376",6,"2002-11-25T05:00:00+0000","Fellow missionaries eulogize Bonnie Penner Witherall at memorial service in Sidon, Lebanon, where she was fatally shot by gunman at prenatal clinic where she worked; Lebanese authorities are looking at case in context of anti-Americanism raging ac...","Killing Underscores Enmity Of Evangelists and Muslims"
"377",7,"2005-08-29T05:00:00+0000","","Muslims stand against terror in Italy"
"378",8,"2005-08-13T05:00:00+0000","","Muslims tout assimilation in north Thailand"
"379",9,"2006-10-31T23:44:36+0000","","Finally, Muslim Outrage Over Darfur"
"380",10,"2007-07-06T05:00:00+0000","","Muslims in Athens build their own mosque"
"381",1,"2006-02-13T05:00:00+0000","","U.S. muslims urge protesters to stopviolence"
"382",2,"2007-11-07T05:00:00+0000","","Gay Muslims wrestle with God and love"
"383",3,"2006-03-14T05:00:00+0000","","A voice against Muslim 'hostages' to terror"
"384",4,"2009-05-08T19:58:57+0000","During his next overseas trip in June, the president plans to make a major policy address to the Muslim world.","Obama Sets Date for Speech to Muslims"
"385",5,"2001-12-29T05:00:00+0000","The terrorist attacks of Sept. 11 must foster a fundamental rethinking about the American Muslim agenda.","How to Define a Muslim American Agenda"
"386",6,"2007-10-07T04:00:00+0000","IN Paterson, there has been no school on Rosh Hashana or Yom Kippur for years. But now the schools are also closed on the Muslim holidays of Eid al-Fitr (the end of the month of fasting for Ramadan) and Eid al-Adha (the end of the pilgrimage to Me...","More Districts Closing on Muslim Holidays"
"387",7,"2008-02-21T05:00:00+0000","","Muslim Students: How American should they be?"
"388",8,"2003-06-09T05:00:00+0000","Muslim high school girls in San Francisco Bay area of Calif hold all-girl Muslim prom; they are embracing American prom culture of high heels, mascara and adrenaline while being true to Muslim identity; about two dozen girls attend, dressed in sil...","For the Muslim Prom Queen, There Are No Kings Allowed"
"389",9,"2001-12-29T05:00:00+0000","Prof Mohammed Ayoob Op-Ed articlesays that while many Muslim Americans are rightly distressed by American public perception of link between Islam and terorrism, they have not acknowledged or denounced extremists' appropriation of Islamic idiom; po...","How to Define a Muslim American Agenda"
"390",10,"2005-12-07T05:00:00+0000","","Western Muslims: Can we talk?"
"391",1,"2006-11-10T05:00:00+0000","Muslims across America, and even overseas, celebrated Keith Ellison’s election as the first Muslim in Congress as a sign of acceptance.","Muslim’s Election Is Celebrated Here and in Mideast"
"392",2,"2007-03-11T05:00:00+0000","The inmates claim that they are not able to adhere fully to their faith because county jail officials have declined to meet their demands in one area: Their diet.","Muslim Inmates Demand Equality on Their Plates"
"393",3,"2009-05-08T19:58:57+0000","The president plans to make a major policy address to the Muslim world in Egypt in June.","Obama Sets Date for Speech to Muslims"
"394",4,"2007-09-05T13:13:32+0000","","Just How Are Muslims Integrating in Europe?"
"395",5,"2007-05-28T05:00:00+0000","","Can the Muslim world be re-branded?"
"396",6,"2005-03-19T05:00:00+0000","Dr Amina Wadud leads Muslim prayer service at Synod House in Manhattan (NYC) for more than a hundred men and women in controversial show of support for elevating role of women in Islamic religion; photos (M)","Woman Leads Muslim Prayer Service in New York"
"397",7,"2006-05-27T05:00:00+0000","Muslim immigrants of Bay Ridge, Brooklyn, grapple with knowledge that police informers are watching their neighborhood; during recent trial of Pakistani immigrant Shahawar Matin Siraj, convicted of plotting to blow up New York City subway station,...","Undercover Work Deepens Police-Muslim Tensions"
"398",8,"2007-09-04T04:00:00+0000","The United States must stop treating every American Muslim as somehow suspect, leaders of the faith said at their largest annual convention.","Abandon Stereotypes, Muslims in America Say"
"399",9,"2006-03-15T05:00:00+0000","","2 Bosnian Muslims found guilty"
"400",10,"2006-09-15T04:00:00+0000","Some of the strongest words came from Turkey, possibly putting in jeopardy Pope Benedict XVI’s plan to visit there in November.","Muslims Condemn Pope’s Remarks on Islam"
"401",1,"2001-10-09T05:00:00+0000","Article discusses effect of Osama bin Laden's speech in Arab world, where some say they agree with his verbiage, but not his methods; Bin Laden uses charismatic language and images from Koran that people connect with (M)","Bin Laden Images Mesmerize Muslims"
"402",2,"2006-02-15T05:00:00+0000","","Why Asian Muslims didn't explode"
"403",3,"2002-08-01T05:00:00+0000","Mahathir bemoans the Muslim world's inability to invent weapons with which to instill fear into its enemies, non-Muslims presumably. He should take heart. A cursory look round the globe makes it quite clear that Islam is in fact doing very well in...","The future of the Muslim world : LETTERS TO THE EDITOR"
"404",4,"2006-04-17T05:00:00+0000","Muslims and Christians rioted in Alexandria for a third day Sunday, burning cars, pillaging shops, and attacking one another with stones and Molotov cocktails.","Muslims and Coptic Christians Clash in Egypt"
"405",5,"2004-09-08T05:00:00+0000","","Beslan massacre : The anguish of a faithful Muslim"
"406",6,"2006-04-17T06:54:00+0000","Muslims and Christians rioted in Alexandria for a third day Sunday, burning cars, pillaging shops, and attacking one another with stones and Molotov cocktails.","Muslims and Coptic Christians Clash in Egypt"
"407",7,"2007-09-18T05:00:00+0000","","Seeking a middle ground for Muslim designs"
"408",8,"2005-07-11T05:00:00+0000","About 500 Bosnian Muslim men set out on foot at 7:30 a.m. Sunday from this quiet farming village in eastern Bosnia on the third and final day of their re-enactment of the ''march of death'' a decade ago this week.     Bearing Bosnian and Bosnian-M...","Bosnian Muslims RetraceFinal Day of '95 Victims"
"409",9,"2009-06-04T12:27:11+0000","President Obama pledged on Thursday to ""seek a new beginning between the United States and Muslims around the world,"".","Photos: Obama Calls for Alliances With Muslims"
"410",10,"2006-08-14T04:00:00+0000","On RaptureReady.com, the faithful are exchanging Christian guidance on a central question: What do you do with a problem like a Muslim?","A Christian Site Grapples With Muslim Mysteries"
"411",1,"2008-03-16T05:00:00+0000","","Spain's Muslims face dearth of mosques"
"412",2,"2009-09-11T14:57:11+0000","For Moina Noor, the thought of talking to her 8-year-old son about terrorism was a bit like talking about sex for the first time. In a guest post, she describes how it was awkward and difficult and she was not sure how much a child his age was rea...","Explaining 9/11 to a Muslim Child"
"413",3,"2002-12-01T05:00:00+0000","Military and political calamities that have beset Islamic world over last year or so have fueled resentments among Muslims of Mombasa, Kenya, much of it born of widespread belief among Kenya's Muslim minority that they have long been victims of di...","For Kenya's Muslims, Resentments Local and International"
"414",4,"2003-05-30T05:00:00+0000","American Treasury officials designate Al Aksa International Foundation, international Muslim charity, as financial sponsor of terrorism; accuse charity of bankrolling Hamas, militant Palestinian group that has claimed responsibility for suicide at...","Muslim Charity Is Tied to Terror Group"
"415",5,"2008-11-29T05:00:00+0000","","How Moscow courts the Muslim world"
"416",6,"2005-12-27T05:00:00+0000","","Muslim clerics in Australia plan a code"
"417",7,"2006-03-07T05:00:00+0000","The young Egyptian professional could pass for any New York bachelor.      Dressed in a crisp polo shirt and swathed in cologne, he races his Nissan Maxima through the rain-slicked streets of Manhattan, late for a date with a tall brunette. At red...","Tending to Muslim Hearts and Islam's Future"
"418",8,"2008-08-31T05:00:00+0000","","Hindus, but not Muslims, end Kashmir protests"
"419",9,"2008-03-26T05:00:00+0000","","Muslims in U.S. turn to home schooling"
"420",10,"2002-12-31T05:00:00+0000","Resentment of evangelical Christian emissaries throughout Muslim world is lightning rod for anti-American sentiment while provoking anger of native Christian sects and Islamic clerics; recent murders of Americans in Yemen underscore dangers of wor...","With Missionaries Spreading, Muslims' Anger Is Following"
"421",1,"2006-05-14T04:00:00+0000","I very much enjoyed reading Samantha M. Shapiro's article (April 30) about the dilemma that Muslims face, not only in the Arab world but also here in the West. I believe the Bush administration and European governments should encourage people like...","Letters"
"422",2,"2005-11-21T05:00:00+0000","","Muslim leaders unite against terror"
"423",3,"2008-06-18T19:07:16+0000","Senator Barack Obama’s presidential campaign has apologized for keeping Muslim women wearing headscarves out of a key shot at his Detroit event.","Obama Camp Apologizes to Muslim Women"
"424",4,"2007-07-12T04:00:00+0000","The foiled terrorist attacks in Britain have prompted anxiety and soul searching in India, whose economy is bolstered by its citizens’ ability to work overseas.","Attacks in Britain Worry India Muslims"
"425",5,"2006-12-23T05:00:00+0000","White House officials say they are aware that some Democrats and Muslims are urging Pres Bush to admonish Rep Virgil H Goode Jr and Dennis Prager, conservative commentator, for suggesting that Keith Ellison, first Muslim elected to House, had no p...","Bush Is Urged to Act on Criticism of Muslim"
"426",6,"2005-05-23T05:00:00+0000","","In tales of abuse, Muslims see the U.S."
"427",7,"2004-09-02T05:00:00+0000","Thousands of enraged Nepalese attack mosque and more than hundred Muslim-owned businesses and homes in Katmandu to protest killing of 12 Nepalese workers by terrorists in Iraq; government imposes indefinite curfew on capital to restore order; Prim...","Nepalese Attack a Mosque and Muslims in Katmandu"
"428",8,"2010-08-20T13:04:38+0000","In Morning Buzz: Muslim New Yorkers are split on the Lower Manhattan Islamic Center; a New Jersey gadfly is murdered in her home; a pioneer of promotion; and more.","City’s Muslims Weigh In on Community Center"
"429",9,"2006-12-23T05:00:00+0000","White House officials said they were aware that some Democrats and Muslims were urging President Bush to admonish Representative Virgil H. Goode Jr., Republican of Virginia, and Dennis Prager, the conservative commentator, for suggesting that the ...","Bush Is Urged to Act on Criticism of Muslim"
"430",10,"2005-09-03T05:00:00+0000","Article on West by East, ground-breaking exhibition at Center for Contemporary Culture in Barcelona, Spain; show, with works of five writers and nine artists from Muslim world recruited by Paris-based Tunisian poet, writer and university professor...","Muslim Voyagers in a Distant Land (the West)"
"431",1,"2005-12-04T05:00:00+0000","","Muslim women take charge of their faith"
"432",2,"2006-12-20T12:59:35+0000","Congressman fires off a letter to constituents saying “I fear that in the next century we will have many more Muslims in the United States if we do not adopt the strict immigration policies.”","No Koran in Congress, Fewer Muslims to America?"
"433",3,"2007-03-08T05:00:00+0000","","For some Australian Muslims, surf's up"
"434",4,"2010-06-05T17:39:42+0000","A day after Cypriot religious and political leaders lashed out at Turkey, whose troops have occupied northern Cyprus since 1974, Pope Benedict XVI on Saturday met briefly with a Muslim religious leader from the Turkish North.","Pope Meets a Muslim Leader in Cyprus"
"435",5,"2005-08-22T05:00:00+0000","","Muslim group urges voting, but not for Mubarak"
"436",6,"2003-05-07T05:00:00+0000","France, with its large Muslim population, struggles with tensions between secularism and Muslim piety; center-right government seeks to create model Muslim citizenry that rejects fundamentalism, is French-speaking and law-abiding and considers its...","France Envisions a Citizenry of Model Muslims"
"437",7,"2010-10-01T01:11:35+0000","An Indian court ruled Thursday that a disputed holy site in Ayodhya, India, be divided between Hindus and Muslims.","Hindus and Muslims to Share Holy Site"
"438",8,"2006-09-14T04:00:00+0000","Some of the strongest words came from Turkey, possibly putting in jeopardy Pope Benedict XVI’s scheduled visit there in November.","Muslim Leaders Assail Pope’s Speech on Islam"
"439",9,"2008-05-26T05:00:00+0000","","U.S. courts the support of French Muslims"
"440",10,"2003-01-22T05:00:00+0000","Former Somali refuge Ayaan Hirsi Ali, Dutch citizen who has worked as political scientist, is expected to win seat in Dutch parliament; she recently left country for several months because of death threats over her charges of oppression of Muslim ...","Muslim Woman Favored in a Dutch Election"
"441",1,"2008-06-16T05:00:00+0000","","Supreme Court accepts Muslim discrimination case"
"442",2,"2004-07-22T05:00:00+0000","Growing numbers of Muslim women are bridling at men's club culture of many American mosques; small number are challenging lack of inclusion of women in worship and communal life; they have had mixed success; they have not coalesced into anything r...","Muslim Women Seeking a Place in the Mosque"
"443",3,"2006-12-22T02:50:18+0000","Representative Keith Ellison reacts to complaints about Muslims being elected to Congress and his decision to use the Koran for taking the oath-of-office.","Lone Muslim Congressman Speaks Out"
"444",4,"2006-02-06T05:00:00+0000","","Leaders seek to calm Muslim fury"
"445",5,"2005-01-06T05:00:00+0000","","Where is the Muslim aid?: LETTERS TO THE EDITOR"
"446",6,"2005-04-02T05:00:00+0000","","Shariah: Rethinking the use of Muslim law"
"447",7,"2003-03-29T05:00:00+0000","Mayor Michael Bloomberg goes to Friday prayer service at Imam Al-Khoei Islamic Center in Jamaica, Queens, in effort to assure Muslim community that city's fight against terrorism and nation's war with Iraq are not anti-Islamic; photo (M)","Bloomberg Tries to Reassure Muslim Worshipers"
"448",8,"2006-01-08T05:00:00+0000","IT is not so much the eyes of God that Jan Zacharia, a Syrian-America, fears in raising her daughter Valentina, it is the unforgiving gaze of her tightly knit Muslim community. She knows the slightest falsehood could damage her daughter's marriage...","For Muslim Women, Marriage's Delicate Dance"
"449",9,"2003-10-01T05:00:00+0000","Ten Muslim men file suit against their employer, Plaza Hotel in New York City, with help of Equal Employment Opportunity Commission; suit says workers suffered 'severe and pervasive harassment' in wake of 9/11 attacks; EEOC officials say hotel did...","Muslim Workers Claim Bias at the Plaza"
"450",10,"2005-01-18T05:00:00+0000","","Letters: Aid from Muslim nations"
"451",1,"2002-08-01T05:00:00+0000","Regarding ""The Muslim world is hopelessly weak"" (Views, July 30) by Mahathir bin Mohamad:. As the prime minister of Malaysia states so clearly, life in the Muslim world is indeed looking pretty grim these days. But enjoining Muslims to instill f","The future of the Muslim world : LETTERS TO THE EDITOR"
"452",2,"2007-07-04T05:00:00+0000","","Athens Muslims turn factory into a mosque"
"453",3,"2001-11-28T05:00:00+0000","Regarding the report ""How Many Muslims Are There in U.S.?"" (Nov. 26):. As an American and a Jew, I am ashamed that the American Jewish Committee sees fit to count the number of adherents to a different faith living in the United States. This is","Counting American Muslims : LETTERS TO THE EDITOR"
"454",4,"2007-06-01T05:00:00+0000","","American Muslims search for new leadership"
"455",5,"2006-09-15T04:00:00+0000","Muslim leaders around the world accused Pope Benedict XVI of dividing religions and demanded an apology.","Pope Faces Crisis as Muslim Outcry Grows"
"456",6,"2006-06-13T04:00:00+0000","A Muslim man who was shot during a raid said police did not identify themselves and gave no warning before opening fire and beating him.","British Police Criticized for Raid on Muslim"
"457",7,"2001-05-03T05:00:00+0000","HSBC Bank, based in Manhattan, plans to offer services for Muslim clients who observe Shariah, legal code of Islam (S)","Metro Business Briefing | Financing For Muslims"
"458",8,"2004-10-02T05:00:00+0000","","Broad swipes at Muslims : LETTERS TO THE EDITOR"
"459",9,"2006-03-07T05:00:00+0000","Nothing brings one Brooklyn imam more joy than guiding Muslim singles to marriage, his way of fashioning a future for his faith.","Tending to Muslim Hearts and Islam's Future"
"460",10,"2010-04-08T02:48:24+0000","Tariq Ramadan, whose visa was revoked in 2004, faced one last hurdle: a closed-door session with three immigration agents, who asked him about his plans.","At Last Allowed, Muslim Scholar Visits"
"461",1,"2008-12-24T01:40:18+0000","What shocked Ahmed Mustafa the most was that no one asked him what religion he was. It was the summer of 2008 and Mr. Mustafa, 20, had landed a visa to work and study in the United States.","Fond of America, Loyal to the Muslim Brotherhood"
"462",2,"2001-09-12T05:00:00+0000","Muslims and Arab-Americans across US brace for repercussions from terrorist attacks on New York and Washington even though there is no definitive information yet about who was behind them; attack resonates particularly among Muslims and Jews, whos...","In U.S., Echoes of Rift Of Muslims and Jews"
"463",3,"2007-11-15T05:00:00+0000","","Philippines reaches deal with Muslim separatists"
"464",4,"2002-10-24T05:00:00+0000","Some of biggest Western multinational companies are holding fast to their investments in most Muslim countries despite apparently globe-girdling reach of Islamic terror groups; though foreign investment is falling in countries where terrorists hav...","Wary Companies Are Staying in the Muslim World"
"465",5,"2009-06-05T01:07:09+0000","A 10-day festival of dance, art, theater and music called Muslim Voices: Arts & Ideas begins on Friday night.","Festival for New York, That Muslim City"
"466",6,"2009-06-04T11:19:36+0000","In a speech in Cairo, President Obama pledged to pursue a two-state solution to Middle East peace “that is in Israel’s interest, Palestine’s interest.”","Addressing Muslims, Obama Pushes Mideast Peace"
"467",7,"2009-11-08T18:11:54+0000","General George Casey Jr. said he was worried that speculation about the beliefs of Maj. Nidal Malik Hasan could cause a backlash against Muslim soldiers.","Army Chief Concerned for Muslim Troops"
"468",8,"2005-11-28T05:00:00+0000","European Union opens conference in Barcelona aimed at renewing its commitment to developing and democratizing Muslim nations on Mediterranean's southern rim; many North African and Middle Eastern leaders decide not to attend, after initially agree...","Muslim Nations Skip Meeting With Europe"
"469",9,"2005-07-20T05:00:00+0000","","Blair seeks support of Muslim moderates"
"470",10,"2007-03-08T05:00:00+0000","","For some Australian Muslims, surf's up"
"471",1,"2006-10-21T04:00:00+0000","Gamal al-Banna is a religious counterpoint to his brother who founded a political party in Egypt that has given birth to a host of militant Islamist organizations.","A Liberal Brother at Odds With the Muslim Brotherhood"
"472",2,"2006-08-07T05:00:00+0000","Few people ever see Ismile Althaibani's Purple Heart. He keeps the medal tucked away in a dresser. His Marine uniform is stored in a closet. His hair is no longer shaved to the scalp.      It has been 20 months since he returned from Iraq after a ...","Sorting Out Life as Muslims and Marines"
"473",3,"2003-11-22T05:00:00+0000","Legal advocates and students protest arrest Nigerian Muslim student, Sulaiman Oladokun, and his expulsion from State University of New York Maritime College; say school reported him to immigration authorities after he argued with official over tui...","Muslim SUNY Student's Expulsion Is Protested"
"474",4,"2008-07-18T05:00:00+0000","","A Muslim woman too orthodox for France"
"475",5,"2006-02-19T05:00:00+0000","","No tuning out Thailand's Muslim insurgency"
"476",6,"2006-02-07T05:00:00+0000","Muslim anger over Danish cartoons that satirized the Prophet Muhammad continued to swell across the Middle East and elsewhere in the world on Monday, turning violent in Afghanistan, where at least five protesters died and more than a dozen police ...","Muslim Protests Against Cartoons Spread"
"477",7,"2004-05-09T05:00:00+0000","Interview with Haverford College Prof Michael A Sells, who holds that both Christians and Muslims are outraged by mistreatment of Iraqi prisoners at Abu Ghraib prison (M)","Muslims Were Outraged; So Were Christians"
"478",8,"2006-08-07T04:00:00+0000","The passage home from Iraq has been difficult for veterans, but especially fraught for Muslim Americans.","Sorting Out Life as Muslims and Marines"
